GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "13281","Towns, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",83.016,87.109,91.058,94.881,99.776,103.065,103.368,96.930,98.500,98.882,98.760,100.000,98.391,95.833,104.413,105.340,107.551,107.116,114.927,107.090,114.280
 "13281","Towns, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",192802,206959,222604,239679,260277,279432,290594,275782,278953,284057,287272,297493,300290,301185,337796,349280,365189,374276,412694,391149,431568
 "13283","Treutlen, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",87172,88657,107367,104851,111121,99854,95414,119973,149858,119501,103810,94863,91256,88485,93122,99531,96468,91739,91921,93208,86342
 "13283","Treutlen, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.893,93.458,113.182,110.529,117.139,105.262,100.581,126.470,157.973,125.972,109.431,100.000,96.197,93.277,98.165,104.921,101.693,96.707,96.899,98.255,91.018
 "13283","Treutlen, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",63998,66353,82381,84770,91563,84880,85850,109749,136095,110808,101182,94863,93410,91921,97813,102839,104209,103416,105463,108207,108821
 "13285","Troup, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",2587009,2731759,2708421,2848951,2920012,2882233,2916105,2940780,2714042,2846142,2903333,2999672,3044423,3093720,3173493,3108208,3151146,3143879,3261226,3172866,3370484
 "13285","Troup, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",86.243,91.069,90.291,94.975,97.344,96.085,97.214,98.037,90.478,94.882,96.788,100.000,101.492,103.135,105.795,103.618,105.050,104.807,108.719,105.774,112.362
 "13285","Troup, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2212995,2354873,2341520,2491686,2586865,2616439,2707082,2748924,2616799,2751178,2836449,2999672,3104548,3224152,3437725,3428971,3498569,3538408,3752986,3717539,3983911
 "13287","Turner, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",212340,226123,218643,202757,223549,216501,195585,200174,190549,192604,199956,193996,189684,186805,199812,192986,189724,179038,198852,194790,179309
 "13287","Turner, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",109.456,116.560,112.705,104.516,115.234,111.601,100.819,103.184,98.223,99.282,103.072,100.000,97.777,96.293,102.998,99.479,97.798,92.289,102.503,100.409,92.429
 "13287","Turner, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",163571,174931,176085,171240,188902,186326,177010,183257,169703,177876,194133,193996,196686,198187,215321,209656,211844,205304,231568,231993,237301
 "13289","Twiggs, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",349243,348100,352307,294582,253829,219932,231306,209532,175683,173288,161611,153490,162032,180927,183331,224496,233672,251276,251701,243529,264486
 "13289","Twiggs, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",227.535,226.790,229.531,191.922,165.372,143.288,150.698,136.512,114.459,112.899,105.291,100.000,105.565,117.875,119.442,146.261,152.239,163.709,163.985,158.661,172.315
 "13289","Twiggs, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",176787,184237,193494,180516,177358,169121,189377,184446,160397,164375,160042,153490,160508,180060,183264,225852,243400,269819,273604,269414,314090
 "13291","Union, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",455723,479572,513169,546904,598525,607883,607429,595979,603638,611141,567464,596511,601763,609946,680745,681015,680843,681352,703237,727223,754907
 "13291","Union, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",76.398,80.396,86.028,91.684,100.338,101.906,101.830,99.911,101.195,102.453,95.130,100.000,100.880,102.252,114.121,114.166,114.138,114.223,117.892,121.913,126.554
 "13291","Union, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",349820,376426,414297,458403,519653,550683,572325,567931,564781,585136,552738,596511,618158,642668,736561,755107,774625,799956,847769,896023,963261
 "13293","Upson, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",647342,638009,631679,636945,653510,611208,612078,617930,616951,607785,616823,640655,607914,605588,616121,610920,617457,619504,642464,614881,638939
 "13293","Upson, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",101.044,99.587,98.599,99.421,102.007,95.404,95.539,96.453,96.300,94.869,96.280,100.000,94.890,94.526,96.171,95.359,96.379,96.699,100.282,95.977,99.732
 "13293","Upson, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",526302,525881,529724,545873,572669,553564,568158,579798,587201,586945,605077,640655,624525,635581,658956,661451,682586,699729,742239,728355,794988
 "13295","Walker, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1226624,1278128,1311330,1396985,1403776,1379220,1376231,1281197,1231834,1253520,1234784,1328039,1386017,1314803,1339128,1285762,1354888,1338327,1327582,1305796,1459109
 "13295","Walker, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",92.364,96.242,98.742,105.192,105.703,103.854,103.629,96.473,92.756,94.389,92.978,100.000,104.366,99.003,100.835,96.817,102.022,100.775,99.966,98.325,109.869
 "13295","Walker, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1007741,1062873,1094295,1181246,1207126,1217770,1251773,1180094,1171831,1201023,1204527,1328039,1415773,1364793,1419933,1379118,1471854,1484609,1513024,1524192,1723810
 "13297","Walton, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1490761,1510986,1620583,1715954,1818361,1902164,1905157,1897810,1847932,1876894,1886340,1857779,1840807,1905826,2033186,2166870,2249110,2272267,2408590,2393280,2588991
 "13297","Walton, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",80.244,81.333,87.232,92.366,97.878,102.389,102.550,102.155,99.470,101.029,101.537,100.000,99.086,102.586,109.442,116.638,121.064,122.311,129.649,128.825,139.359
 "13297","Walton, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1146469,1187820,1298843,1414476,1551128,1684943,1746094,1769148,1759722,1796225,1836358,1857779,1890413,2007889,2207270,2398418,2535518,2622850,2855763,2899278,3242877
 "13299","Ware, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",1161954,1178321,1151054,1231150,1261731,1273183,1208287,1157741,1165996,1208083,1184022,1158177,1158328,1166645,1227836,1258983,1300732,1296675,1272678,1195248,1196985
 "13299","Ware, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",100.326,101.739,99.385,106.301,108.941,109.930,104.327,99.962,100.675,104.309,102.232,100.000,100.013,100.731,106.015,108.704,112.309,111.958,109.886,103.201,103.351
 "13299","Ware, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",883727,914721,914248,1011488,1066635,1113057,1092075,1070911,1093172,1152896,1150323,1158177,1193805,1232766,1325106,1380881,1454889,1491585,1502938,1456943,1550979
 "13301","Warren, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",135349,122269,120075,122736,119245,112049,124662,125848,120701,125362,128343,129179,141512,138773,141374,126015,125919,139460,145581,147952,148775
 "13301","Warren, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",104.776,94.651,92.953,95.013,92.310,86.739,96.504,97.422,93.438,97.046,99.353,100.000,109.548,107.427,109.440,97.551,97.477,107.959,112.697,114.533,115.170
 "13301","Warren, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",101158,92558,93705,102612,102886,99009,111907,115261,113231,119927,124435,129179,146923,148315,152182,137217,140804,160599,169530,177960,193875
 "13303","Washington, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",753052,745208,771632,758616,704429,685602,646648,616998,566055,569712,560146,578734,584820,566496,573196,551901,553747,541936,557973,541524,541183
 "13303","Washington, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",130.121,128.765,133.331,131.082,121.719,118.466,111.735,106.612,97.809,98.441,96.788,100.000,101.052,97.886,99.043,95.364,95.683,93.642,96.413,93.570,93.512
 "13303","Washington, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",500244,508398,542674,572022,567823,587338,580282,572145,533566,547209,547499,578734,599937,593899,618522,606393,620336,624388,658922,651962,681505
 "13305","Wayne, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",754786,783933,824586,870889,874004,914977,853788,837665,807551,758312,797522,824300,963590,1213643,680226,686856,757126,767829,927245,1009257,982127
 "13305","Wayne, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",91.567,95.103,100.035,105.652,106.030,111.001,103.577,101.621,97.968,91.995,96.751,100.000,116.898,147.233,82.522,83.326,91.851,93.149,112.489,122.438,119.147
 "13305","Wayne, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",591253,620625,659269,708848,727449,795080,770048,771844,771170,736767,785439,824300,999107,1275878,732582,746608,842738,875515,1074002,1166248,1182234
 "13307","Webster, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",44306,45225,48169,41645,50884,49613,48608,56330,51746,58418,60121,59470,57069,44948,51176,50365,51137,46448,51294,55630,50313
 "13307","Webster, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",74.502,76.047,80.997,70.027,85.562,83.425,81.736,94.721,87.013,98.231,101.096,100.000,95.963,75.582,86.054,84.690,85.988,78.104,86.252,93.543,84.603
 "13307","Webster, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",35726,36207,40897,38584,45725,43884,44357,51173,44797,52914,57841,59470,60890,50225,56650,55967,58942,55893,61974,70516,78078
 "13309","Wheeler, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",89971,97489,108531,108378,110778,106273,102377,98598,104901,104406,113693,118782,108102,115009,112331,111272,94718,95152,92673,93969,99456
 "13309","Wheeler, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",75.744,82.074,91.370,91.241,93.262,89.469,86.189,83.007,88.314,87.897,95.716,100.000,91.009,96.824,94.569,93.678,79.742,80.107,78.020,79.110,83.730
 "13309","Wheeler, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",69031,75843,86989,90799,93616,92395,93248,91065,97399,99252,111454,118782,111096,119939,118285,117522,102290,104880,104398,107865,122544
 "13311","White, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",500316,511441,515858,530958,560445,546750,535270,524496,504399,558583,569603,667299,657791,698726,727211,724838,771444,758713,814734,779039,845818
 "13311","White, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",74.976,76.643,77.305,79.568,83.987,81.935,80.214,78.600,75.588,83.708,85.360,100.000,98.575,104.710,108.978,108.623,115.607,113.699,122.094,116.745,126.753
 "13311","White, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",402959,419007,433378,460627,496379,497667,502189,496387,480526,536974,552589,667299,675639,733728,785117,795107,863325,864680,950658,930684,1030351
 "13313","Whitfield, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",4915794,5120386,5189660,5786967,6001817,5882395,5771356,5439824,4839111,4645607,4680463,4814592,4903297,5081488,5149111,5233972,5268556,5265294,5264271,5127365,5432339
 "13313","Whitfield, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",102.102,106.351,107.790,120.196,124.659,122.178,119.872,112.986,100.509,96.490,97.214,100.000,101.842,105.543,106.948,108.711,109.429,109.361,109.340,106.496,112.831
 "13313","Whitfield, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",4173060,4365599,4386352,4903314,5138947,5156375,5147197,4906202,4573536,4436715,4620606,4814592,4962539,5227555,5427394,5600146,5661181,5763329,5906044,5844815,6406809
 "13315","Wilcox, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",148804,146230,150346,136139,146177,136667,128943,130868,146322,126669,160992,154646,132666,113258,140266,139958,148904,141195,146534,139824,128782
 "13315","Wilcox, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",96.222,94.558,97.220,88.033,94.524,88.375,83.379,84.624,94.617,81.909,104.104,100.000,85.787,73.237,90.701,90.503,96.287,91.302,94.755,90.416,83.276
 "13315","Wilcox, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",113407,110814,120544,117078,122071,115479,120375,123882,129422,117049,158159,154646,135899,117374,144309,140630,156470,150505,157462,152408,159178
 "13317","Wilkes, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",288752,282609,282940,289160,296758,284630,287510,274645,280929,281398,268947,262441,270412,290806,317105,323868,332278,340223,308121,265538,287370
 "13317","Wilkes, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",110.026,107.685,107.811,110.181,113.076,108.455,109.552,104.650,107.045,107.223,102.479,100.000,103.037,110.808,120.829,123.406,126.611,129.638,117.406,101.180,109.499
 "13317","Wilkes, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",238103,235227,240094,252610,260297,255751,266416,256822,261143,267174,262082,262441,279563,301704,321377,321400,341223,353749,323966,284969,342637
 "13319","Wilkinson, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",679837,674676,677942,633090,547987,544316,524037,508663,496405,490757,470564,443450,473651,465887,441713,457726,508732,512585,544186,548694,583539
 "13319","Wilkinson, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",153.306,152.142,152.879,142.765,123.573,122.746,118.173,114.706,111.942,110.668,106.114,100.000,106.811,105.060,99.608,103.219,114.721,115.590,122.716,123.733,131.591
 "13319","Wilkinson, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",316259,327660,341617,356977,357011,395462,405734,427744,436209,459990,469417,443450,456151,446164,414105,431175,509388,529818,570022,579642,650827
 "13321","Worth, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",329196,341009,353329,322853,342343,353107,335436,335379,341302,310643,348485,354184,325955,304984,320512,313912,312602,318895,330745,321186,299768
 "13321","Worth, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",92.945,96.280,99.759,91.154,96.657,99.696,94.707,94.691,96.363,87.707,98.391,100.000,92.030,86.109,90.493,88.629,88.260,90.036,93.382,90.683,84.636
 "13321","Worth, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",250092,260975,281220,270223,285646,299212,305663,310901,312118,291452,338535,354184,334858,320518,345831,343604,349439,363306,385469,381945,383533
 "15000","Hawaii",8,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars) ","Thousands of chained 2012 dollars",55678452,56990820,59978771,63318118,67123864,68759328,70080384,70460821,67927511,69628097,70646613,71905294,73063236,73512394,75869463,77303858,78947441,79845299,79213374,70109401,74547216
