parcel_id,SDE_ID,CO_CODE,CTU_CODE,CTU_ID,COCTU_ID,CTU_NAME,YEAR,TENURE,HOUSING_TY,HOUSING__1,RES_PERMIT,ADDRESS,ZIP_CODE,ZIP_PLUS_4,NAME,BUILDINGS,UNITS,AGE_RESTRI,MEMORY_CAR,ASSISTED,COM_OFF_RE,ACREAGE,SQF,PUBLIC_FUN,PERMIT_VAL,COMMUNITY_
1502924110145,72408.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,NU,1500 California St N,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,250000.0,Urban Center
2102924340137,72423.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,MF5,Multifamily (5 units or more),FC,1501 Glenwood Ave,,,,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,,231195.0,Urban Center
1402924210010,72426.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2010.0,RNT,MF5,Multifamily (5 units or more),FC,1501 University Ave,,,,0.0,16.0,0.0,0.0,0.0,,0.0,0.0,,1962873.0,Urban Center
1602924440038,72635.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,DTQ,"Duplex, triplex and quad",TS,1508 Dupont Ave N,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
1602924440038,72636.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,FD,1508 Dupont Ave N,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
1602924430074,73010.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,DTQ,"Duplex, triplex and quad",TS,1514 Girard Ave N,,,,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
1602924430074,73011.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,FD,1514 Girard Ave N,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
1602924240092,69803.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2012.0,OWN,SFD,Single-Family Detached,NU,1551 Hillside Ave,55411.0,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,211900.0,Urban Center
2902924110029,68184.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2012.0,OWN,SFD,Single-Family Detached,NU,16 Sheridan Ave S,55405.0,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,267170.0,Urban Center
2602924440094,68191.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,RNT,MF5,Multifamily (5 units or more),NU,1600 19th St E,,,Anishinabe Bii Gii Wiin,0.0,32.0,0.0,0.0,0.0,,0.0,0.0,,6127519.0,Urban Center
1502924110171,68358.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,OWN,SFD,Single-Family Detached,RM,1601 Marshall St NE,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,132500.0,Urban Center
3302924340030,68777.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,OWN,SFD,Single-Family Detached,RM,1609 Lagoon Ave,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,212500.0,Urban Center
3302924340038,68944.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,RNT,MF5,Multifamily (5 units or more),TF,1610 Lake St W,,,,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,,147000.0,Urban Center
3302924340031,68965.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2015.0,OWN,SFD,Single-Family Detached,RM,1611 Lagoon Ave,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,460000.0,Urban Center
1702924420139,97967.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2016.0,OWN,SFD,Single-Family Detached,RM,1639 Washburn Ave N,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,Urban Center
2902924120139,78714.0,53.0,43000.0,2395345.0,5302395345.0,Minneapolis,2011.0,OWN,SFD,Single-Family Detached,NU,17 Xerxes Av S,,,,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,424000.0,Urban Center
